City_ID,City,Address,Latitude,Longitude,Housing,Cost_of_Living,Startups,Venture_Capital,Travel_Connectivity,Commute,Business_Freedom,Safety,Healthcare,Education,Environmental_Quality,Economy,Taxation,Internet_Access,Leisure,Tolerance,Outdoors
63,Cincinnati,"Cincinnati, Ohio, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and environmental quality. Cincinnati is one of the top ten city matches for 0. 2% of Teleport users. ","Cincinnati, OH, USA",39.103118200000004,-84.5120196,6.6775,6.1080000000000005,6.0995,2.709,1.9265,4.743500000000001,8.671,4.975,6.345999999999999,4.2805,7.1095,6.5145,3.9205,6.512000000000001,6.118000000000001,5.299,3.6075
64,Cleveland,"Cleveland, Ohio, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality. ","Cleveland, OH, USA",41.499320000000004,-81.6943605,7.155999999999999,5.595,4.961,3.646,2.077500000000001,4.42125,8.671,3.637,6.7556666666666665,4.6185,7.2505,6.5145,3.9205,5.4765000000000015,5.696500000000001,4.775499999999999,4.669
65,Cluj-Napoca,"Cluj-Napoca, Romania, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and taxation. ","Cluj-Napoca, Romania",46.771210100000005,23.6236353,9.165,8.794,3.4094999999999995,1.8990000000000005,1.7625000000000002,5.876,5.6816666666666675,9.4745,6.434333333333332,2.4480000000000004,6.40075,4.103,6.839,8.6655,2.6275000000000004,8.624,4.255
66,Cologne,"Cologne, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare. ","Cologne, Germany",50.937531,6.9602786,6.5265,5.606999999999998,5.1065000000000005,3.2780000000000005,7.282000000000001,5.3817499999999985,9.072333333333333,6.6295,8.04,5.1035,6.48,5.373500000000001,3.9035,5.666,5.3225,6.7115,5.2890000000000015
67,Colorado Springs,"Colorado Springs, Colorado, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in environmental quality, tolerance and outdoors. ","Colorado Springs, CO, USA",38.8338816,-104.82136340000001,6.4995,5.375,4.2669999999999995,2.147,1.266,1.7352500000000004,8.671,5.3775,5.8439999999999985,3.6245,8.526500000000002,6.5145,4.346,5.9225,3.812,9.206,7.356499999999999
68,Columbus,"Columbus, Ohio, is among the top cities with a free business environment. This urban area is consistently ahead in environmental quality. Columbus is one of the top ten city matches for 0. 9% of Teleport users. ","Columbus, OH, USA",39.9611755,-82.99879419999998,6.2895,5.746000000000001,5.878500000000002,4.973000000000001,1.663,5.02675,8.671,5.2815,6.406000000000001,5.0474999999999985,8.166,6.5145,3.9205,4.5535,6.465999999999998,5.9215,4.544999999999999
69,Copenhagen,"By Maria RahamägiCopenhagen is a city with a small-town vibe.  The city is best explored by bike using one of the world's most developed bike-path system and its countless cafés, bars, and parks are never far away.  The high standard of living, easy access to Internet, modern metro system and a thriving business environment attract talent from all over the world. Copenhagen is one of the top ten city matches for 15. 3% of Teleport users. ","Copenhagen, Denmark",55.676096799999996,12.568337199999998,4.227,3.426,6.206999999999999,4.467,6.3,6.2955000000000005,9.94,9.1525,7.985333333333334,5.301,8.27225,4.886500000000002,5.0680000000000005,7.239500000000001,7.0630000000000015,9.0955,4.671000000000001
70,Cork,"Cork, Ireland, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare. ","1805 14th St NW, Washington, DC 20009, USA",38.914356700000006,-77.031686,5.514500000000001,4.902,3.9875,2.87,2.3615,5.504250000000001,8.345666666666666,8.839500000000003,7.426333333333334,4.879,8.012750000000002,7.514500000000001,6.254999999999999,9.143999999999998,2.5315,8.630500000000001,0.5
71,Curitiba,"Curitiba, Brazil, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, environmental quality and leisure & culture. ","Curitiba - State of Paraná, Brazil",-25.480876199999997,-49.3044253,9.4295,8.433,2.912,2.148,0.8900000000000001,4.950250000000001,2.781,5.9465,5.897,1.0165000000000002,7.75725,2.187,2.8525,3.1420000000000003,7.1875,7.848000000000001,2.6655
72,Dallas,"Dallas, Texas, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, environmental quality and leisure & culture. Dallas is one of the top ten city matches for 6. 0% of Teleport users. ","Dallas, TX, USA",32.7766642,-96.7969879,5.259000000000001,6.090999999999998,7.939500000000002,4.916,4.746499999999998,4.4705,8.671,4.339,6.086666666666666,4.284,6.693,6.5145,4.772,6.460999999999999,7.1685,5.294,4.501999999999999
73,Dar es Salaam,"Dar es Salaam, Tanzania, differentiates itself with low living costs. This urban area is consistently ahead in housing. ","Dar es Salaam, Tanzania",-6.792354,39.2083284,7.652000000000001,8.026,2.6875000000000004,3.1910000000000003,1.4535,2.07575,3.2886666666666664,6.1005,3.238666666666667,0.0,2.0802500000000004,5.499999999999999,4.497000000000001,1.11,1.205,2.7665,4.3535
74,Delhi,"Delhi, India, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, startups and venture capital. Delhi is one of the top ten city matches for 2. 5% of Teleport users. ","Delhi, India",28.7040592,77.10249019999998,9.752,9.869,9.828500000000002,9.099000000000002,5.642,3.71225,3.618,6.4185,3.7126666666666654,0.512,2.2030000000000003,5.5565,3.4145,3.588,5.683,3.1159999999999988,1.1785
75,Denver,"Denver, Colorado, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, environmental quality and tolerance. Denver is one of the top ten city matches for 4. 1% of Teleport users. ","Denver, CO, USA",39.739235799999996,-104.990251,3.8375,5.102,7.8645,6.117000000000001,4.243,4.530000000000001,8.671,5.371,6.220333333333333,3.6245,7.11675,6.5145,4.346,5.418500000000001,6.2235,7.860499999999999,7.932999999999999
76,Des Moines,"Des Moines, Iowa, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety. ","Des Moines, IA, USA",41.5868353,-93.6249593,6.850999999999999,6.327000000000001,2.912,1.818,1.379,2.0722500000000004,8.671,6.984,6.709,3.6245,8.68225,6.5145,4.346,5.698,6.0665,8.4765,3.299500000000001
77,Detroit,"Detroit, Michigan, is among the top cities with a free business environment. This urban area is consistently ahead in leisure & culture. Detroit is one of the top ten city matches for 0. 5% of Teleport users. ","Detroit, MI, USA",42.331427000000005,-83.0457538,6.223000000000001,6.032,5.4015,5.183999999999998,3.6405,0.933,8.671,4.4615,5.786333333333332,5.8185,4.04675,6.5145,3.7785,6.1670000000000025,7.478,3.678,5.387499999999998
78,Doha,"Doha, Qatar, is characterized by low taxes. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare. ","Doha, Qatar",25.2854473,51.53103979999999,2.1315,6.183,2.6875000000000004,0.0,2.6425,4.61625,7.408333333333332,9.486,7.4336666666666655,1.4335,3.94175,9.39,10.0,3.245,4.6205,5.0625,4.4369999999999985
79,Dresden,"Dresden, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. ","Dresden, Germany",51.0504088,13.737262099999999,7.884500000000001,6.0280000000000005,2.4065,1.5330000000000001,3.5360000000000014,4.959999999999999,9.072333333333333,8.463999999999999,8.393666666666666,5.124500000000001,8.110750000000001,5.373500000000001,3.9035,5.6035,6.6385,7.369,4.649
80,Dubai,"Dubai, United Arab Emirates, is characterized by low taxes. According to our city rankings, this is a good place to live with high ratings in startups, business freedom and safety. Dubai is one of the top ten city matches for 6. 9% of Teleport users. ",Dubai - United Arab Emirates,25.204849300000003,55.2707828,2.591,5.49,7.309000000000001,4.183,4.508,4.2285,8.036999999999999,9.172,6.392,2.28,6.035500000000001,7.885999999999999,10.0,3.1510000000000002,4.6705,5.426500000000001,5.7985
81,Dublin,"Dublin is a city marked by its long history and rich background.  The city center is compact, rich in urban greenery, and can be easily traversed on foot.  Due to its great travel connections, tax incentives and relatively close time zone to the US, most of the largest American technology companies have their headquarters in Dublin.  There are also over 1,200 startups in the city attracted by the access to venture capital and high speed Internet. Dublin is one of the top ten city matches for 4. 9% of Teleport users. ","Dublin, Ireland",53.34980529999999,-6.2603097000000005,2.5125,4.005000000000001,5.651,6.204,4.7615,5.44625,8.345666666666666,7.121499999999998,6.8103333333333325,5.6065,6.5015,7.514500000000001,6.254999999999999,8.3435,7.134500000000001,7.327999999999999,5.664
82,Dusseldorf,"Dusseldorf, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare. ","Düsseldorf, Germany",51.2277411,6.773455599999999,6.282000000000001,5.134,3.389,2.2300000000000004,6.6695,5.283000000000001,9.072333333333333,8.166,8.003666666666666,4.3065000000000015,7.375499999999999,5.373500000000001,3.9035,5.666,4.6640000000000015,7.868499999999999,5.3585
83,Edinburgh,"Edinburgh is truly steeped in history—even its New Town was built in the 18th century.  It also boasts breathtaking views of a hilly scenery and proximity to nature.  With a population of 465 thousand people, walkable distances and amazing public transport, you are more likely to stumble upon your friends than in any other capital.  Despite its small size, Edinburgh is still the second largest financial center in the UK after London. Edinburgh is one of the top ten city matches for 4. 8% of Teleport users. ","Edinburgh, UK",55.953252,-3.1882669999999997,5.8450000000000015,5.114,4.109,3.337,5.185,5.967500000000001,8.991999999999997,8.485,8.552333333333333,6.092500000000001,7.763,5.438,5.9545,5.1755,7.200500000000001,7.9220000000000015,5.131
84,Edmonton,"Edmonton, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. ","Edmonton, AB, Canada",53.5461245,-113.49382290000001,6.729500000000002,5.522,4.6240000000000006,2.392,1.902,5.09725,8.966000000000001,7.1175000000000015,8.269,5.9479999999999995,8.17575,5.8405000000000005,7.2745000000000015,4.6099999999999985,3.974,7.925499999999999,3.385
85,Eindhoven,"Eindhoven, Netherlands, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in business freedom, healthcare and environmental quality. Eindhoven is one of the top ten city matches for 2. 7% of Teleport users. ","Eindhoven, Netherlands",51.44164199999999,5.4697225,6.252000000000002,5.125,3.5405,3.0170000000000003,4.807499999999999,6.0317500000000015,8.836666666666666,9.107,8.559333333333333,5.0805,8.805,5.053000000000001,4.954999999999999,7.658999999999999,4.333500000000001,9.3425,4.628
86,Eugene,"Eugene, Oregon, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, environmental quality and tolerance. ","Eugene, OR, USA",44.0520691,-123.08675359999998,6.712999999999999,5.021,3.0865000000000005,1.964,1.192,5.627000000000002,8.671,6.171500000000001,6.566666666666666,4.1735,8.231,6.5145,3.9205,4.756000000000001,2.9560000000000004,8.9695,3.533
87,Florence,"Florence, Italy, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. ","Florence, Metropolitan City of Florence, Italy",43.769560399999996,11.2558136,6.775,4.649,2.2275,0.0,4.306,6.0287500000000005,6.189666666666667,7.9725,8.163666666666666,4.058000000000002,6.009000000000001,3.3625,2.4365,4.4415,8.503499999999999,6.7355,1.6769999999999998
88,Florianopolis,"Florianopolis, Brazil, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and tolerance. ","Florianópolis - State of Santa Catarina, Brazil",-27.594869800000005,-48.54821949999999,9.0595,8.331000000000001,1.0,0.0,0.6829999999999999,4.78775,2.781,6.525,5.432999999999999,1.0165000000000002,4.943999999999999,2.187,2.8525,3.185,5.33,7.637500000000001,5.751
89,Fort Collins,"Fort Collins, Colorado, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare. ","Fort Collins, CO, USA",40.5852602,-105.084423,2.7445000000000013,0.0,4.0435,0.0,1.102,2.0075000000000003,8.671,6.935499999999998,6.831,4.1735,9.95325,6.5145,4.346,5.301999999999999,2.7460000000000004,9.48,6.1865000000000006
90,Frankfurt,"Frankfurt, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare. Frankfurt is one of the top ten city matches for 4. 4% of Teleport users. ","Frankfurt, Germany",50.1109221,8.6821267,5.957000000000001,5.143,3.768,3.3989999999999987,8.529,5.922999999999999,9.072333333333333,6.8375,7.707333333333334,5.2065,6.4755,5.373500000000001,3.9035,4.079,6.492000000000001,7.0345,5.3839999999999995
91,Fukuoka,"Fukuoka, Japan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in business freedom, healthcare and environmental quality. ","Fukuoka, Japan",33.5901838,130.40168880000002,4.01,0.0,1.484,1.79,6.1724999999999985,0.0,8.389666666666667,9.945,9.098,5.5275,7.915999999999999,3.7235,6.033,4.575000000000001,5.8605,7.2589999999999995,5.6815
92,Gdansk,"Gdansk, Poland, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and healthcare. ","Gdańsk, Poland",54.35202520000001,18.6466384,8.508,8.126999999999999,2.6875000000000004,0.0,2.8345,5.861000000000001,5.7043333333333335,8.0405,6.855666666666666,4.6615,7.794500000000001,4.7615,5.097,5.0360000000000005,5.515,4.4785,5.025
93,Geneva,"Geneva, Switzerland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality. Geneva is one of the top ten city matches for 2. 8% of Teleport users. ","Geneva, Switzerland",46.2043907,6.143157700000001,1.0775,1.0,4.692,3.089,5.866500000000001,6.002999999999999,8.888,8.427,7.443,5.186,8.601750000000001,6.5520000000000005,6.4285000000000005,8.378499999999999,5.2440000000000015,8.6205,6.5535
94,Gibraltar,"Gibraltar, Gibraltar, features a very safe living environment. When considering your preferences, this city does not have any category with a high rating. ",Gibraltar,36.140751,-5.353585,1.112,0.0,2.842,1.5659999999999998,0.758,0.0,0.0,9.3375,3.023333333333333,0.0,5.1835,0.0,2.9130000000000003,4.296,2.235,4.4265,4.7565
95,Glasgow,"By Jaanika Jensen Glasgow is an outgoing, friendly and international city with a historic flavor.  It offers a high quality of life and a wide range of cultural activities including concerts, fairs, sports events and festivals, making it a highly sociable environment.  The unpredictable weather might be a challenge for some, but as the business and cultural center of Scotland, it's an exciting choice. Glasgow is one of the top ten city matches for 0. 6% of Teleport users. ","Glasgow, UK",55.864237,-4.251806,6.9285000000000005,5.622999999999999,3.505,1.1820000000000002,6.1995000000000005,5.35225,8.991999999999997,7.496,8.813333333333333,5.3065000000000015,7.100999999999999,5.438,5.9545,4.252999999999999,4.671000000000001,6.9430000000000005,3.7409999999999988
96,Gothenburg,"Gothenburg, Sweden, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. ","Gothenburg, Sweden",57.70887,11.97456,6.725,5.046000000000001,3.1285000000000007,3.725,3.6575,5.96875,9.568999999999997,7.296,8.101666666666668,4.7775,8.58975,5.694499999999999,2.7495000000000003,6.1925,4.0045,6.3645,4.5685
97,Grenoble,"Grenoble, France, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and healthcare. ","Grenoble, France",45.188528999999996,5.724524,7.505000000000001,4.317,2.7430000000000003,1.8519999999999999,3.9960000000000004,5.52575,8.088333333333333,5.8875,9.063,4.5489999999999995,6.151,4.2045,2.648000000000001,3.758,3.1785,5.0505,4.646
98,Guadalajara,"Guadalajara, Mexico, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, healthcare and leisure & culture. ","Guadalajara, Jalisco, Mexico",20.6596988,-103.3496092,9.527000000000001,9.49,4.3445,0.0,1.7294999999999998,4.3455,5.764999999999999,6.472000000000001,7.034333333333333,1.2095,3.34325,3.5005,4.333500000000001,4.0925,7.657,8.1575,3.4765000000000006
99,Guatemala City,"Guatemala City, Guatemala, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, taxation and tolerance. Guatemala City is one of the top ten city matches for 0. 2% of Teleport users. ","Guatemala City, Guatemala",14.6349149,-90.50688240000001,8.8125,8.175,2.641,1.673,0.8145000000000001,0.5237499999999999,4.616999999999999,6.138999999999999,4.7636666666666665,0.0,3.75775,3.805,8.505,2.506,5.1645,7.157,4.1335
100,Halifax,"Halifax, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. ","Halifax Regional Municipality, NS, Canada",44.64876350000001,-63.5752387,6.895000000000001,4.9430000000000005,3.6239999999999997,2.2840000000000003,1.5699999999999998,5.402750000000001,8.966000000000001,7.188500000000001,7.885666666666666,5.42,7.618499999999999,5.8405000000000005,7.2745000000000015,6.123500000000001,3.9419999999999997,7.853499999999999,4.023
101,Hamburg,"Hamburg, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and tolerance. Hamburg is one of the top ten city matches for 1. 1% of Teleport users. ","Hamburg, Germany",53.5510846,9.9936819,5.9445000000000014,4.904,5.793999999999999,4.197,5.685000000000001,5.8265,9.072333333333333,6.4590000000000005,8.129999999999999,4.3065000000000015,8.123999999999999,5.373500000000001,3.9035,5.560499999999998,6.3525,7.1629999999999985,5.088
102,Hannover,"Hannover, Germany, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety. ","Hanover, Germany",52.3758916,9.732010400000002,7.754000000000001,6.000000000000001,1.0,0.0,5.646,6.54975,9.072333333333333,7.352500000000003,8.133666666666667,4.834,9.13125,5.373500000000001,3.9035,5.666,3.5255,7.266,4.2665
103,Havana,"Havana, Cuba, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and healthcare. ","Havana, Cuba",23.1135925,-82.36659559999998,9.089,7.607999999999999,1.4975000000000005,0.0,1.919,0.0,1.643333333333333,8.6335,6.999666666666665,0.0,3.86225,2.5495000000000005,0.5,1.703,2.0700000000000003,8.7595,5.0225
104,Helsinki,"By Minja OravaHelsinki is a unique mix of influences from the Nordics and the East.  The city center is small enough to navigate by foot but offers a thriving underground cultural scene and more than 50 annual city festivals.  Finland is a world leader in clean technology and Helsinki is very environmentally conscious with 90% of all bottles and cans recycled.  The society prides itself on one of the best primary and secondary education systems in the world, equal opportunity and tolerance, creating a high standard of living and welcoming environment for innovation and tech start-ups. Helsinki is one of the top ten city matches for 3. 6% of Teleport users. ","Helsinki, Finland",60.16985569999999,24.938379100000002,5.396000000000001,4.121,5.683,5.507000000000001,4.7505,5.77925,9.450666666666667,8.674000000000001,7.953666666666665,5.4545,9.301,3.921,4.8785,5.1035,7.054500000000001,7.501500000000001,4.797999999999999
105,Ho Chi Minh City,"Ho Chi Minh City, Vietnam, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and safety. ","Ho Chi Minh City, Vietnam",10.8230989,106.6296638,8.618,8.844000000000003,4.93,1.7390000000000003,2.08,5.1835,4.101666666666667,6.767500000000001,5.540333333333333,4.1164999999999985,1.4197499999999998,4.8345,5.045,4.565,5.874000000000001,5.9434999999999985,1.2575
106,Hong Kong,"Hong Kong is a world financial center with low taxation rates and free trade.  The city is connected by a well-developed but cheap public transportation system and offers extensive international travel connections for its large expat community.  Adding its ease of doing business, the free public wifi,high safety rating, and unique status within China and it's no surprise that Hong Kong is a truly international city. Hong Kong is one of the top ten city matches for 10. 2% of Teleport users. ",Hong Kong,22.319303899999998,114.1693611,1.0,4.967,8.343,8.314,3.679,5.54025,9.294333333333334,9.3505,4.154000000000001,9.711,4.53325,6.4825,8.380499999999998,6.2275,7.0585,7.152000000000001,5.796
107,Honolulu,"Honolulu, Hawaii, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, leisure & culture and tolerance. ","Honolulu, HI, USA",21.3069444,-157.8583333,2.3415000000000004,2.867,4.1335,0.0,1.983,4.1617500000000005,8.671,6.8565000000000005,6.430999999999997,4.2805,6.094000000000001,6.5145,4.204,6.1579999999999995,7.622999999999998,7.774000000000001,5.917500000000001
108,Houston,"Houston, Texas, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in startups and leisure & culture. Houston is one of the top ten city matches for 0. 5% of Teleport users. ","Houston, TX, USA",29.7604267,-95.36980279999999,5.224500000000001,6.162000000000001,7.9345,4.474,4.338500000000002,4.03075,8.671,3.129,6.379,4.928,5.304500000000001,6.5145,4.772,6.248499999999999,7.144,5.34,5.385999999999999
109,Hyderabad,"Hyderabad, India, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, startups and safety. ","Hyderabad, Telangana, India",17.385044,78.486671,10.0,10.0,8.724499999999999,3.585,3.841,4.6320000000000014,3.618,8.1265,3.957333333333333,0.0,2.8405000000000005,5.5565,3.4145,5.540000000000001,4.271,4.1324999999999985,3.2085000000000004
110,Indianapolis,"Indianapolis, Indiana, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in leisure & culture and tolerance. ","Indianapolis, IN, USA",39.768403,-86.158068,6.266,5.478,5.502999999999999,3.96,1.6815000000000002,4.85875,8.671,3.968,6.151333333333333,3.6245,6.1605,6.5145,4.062,5.8755000000000015,7.298999999999999,6.869999999999999,3.965
111,Innsbruck,"Innsbruck, Austria, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare. ","Innsbruck, Austria",47.2692124,11.404102400000001,6.707999999999999,4.732,2.1255,0.0,5.5695000000000014,6.3740000000000006,7.596,8.273,7.884666666666666,4.33,7.3660000000000005,4.663,2.6660000000000004,5.0595,4.4245,8.485499999999998,3.9635
112,Istanbul,"Istanbul, Turkey, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups. Istanbul is one of the top ten city matches for 6. 0% of Teleport users. ","İstanbul, Turkey",41.0082376,28.978358899999996,9.1375,8.787,6.9535,2.111,5.8355,4.06575,5.948333333333332,6.8935,6.839999999999997,2.1525,3.40475,4.0935000000000015,4.323499999999999,3.5005,10.0,3.8925,5.7435
113,Jacksonville,"Jacksonville, Florida, is among the top cities with a free business environment. This urban area is consistently ahead in environmental quality. ","Jacksonville, FL, USA",30.3321838,-81.65565099999998,6.450000000000001,5.359,4.3475,2.545,1.5674999999999997,1.40575,8.671,3.8255,6.199,3.6245,7.12025,6.5145,4.772,6.1575000000000015,5.6545000000000005,5.6785000000000005,5.013
114,Jakarta,"Jakarta, Indonesia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and leisure & culture. Jakarta is one of the top ten city matches for 0. 4% of Teleport users. ","Jakarta, Indonesia",-6.2087634000000005,106.84559899999999,8.671,8.471,5.6495000000000015,6.437,2.4885000000000006,3.640000000000001,4.028666666666666,7.0005,4.183999999999998,1.0275,2.4857500000000003,4.6575000000000015,6.266,4.498999999999999,8.146,2.0665,7.202000000000001
115,Johannesburg,"Johannesburg, South Africa, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living. ","Johannesburg, South Africa",-26.2041028,28.047305100000003,8.012,7.575000000000001,4.937499999999999,1.4669999999999999,3.2030000000000003,3.91575,4.732,5.1655000000000015,3.6486666666666663,0.7585,4.325500000000001,2.7680000000000007,5.151,2.8375,4.4015,3.6605,2.9560000000000004
116,Kansas City,"Kansas City, Missouri, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, environmental quality and internet access. Kansas City is one of the top ten city matches for 2. 0% of Teleport users. ","Kansas City, MO, USA",39.0997265,-94.5785667,6.7075,5.843999999999999,2.7939999999999987,3.5380000000000007,1.869,1.9725000000000004,8.671,4.422500000000001,6.4496666666666655,3.6245,7.9765,6.5145,4.062,8.188500000000001,6.674500000000001,5.0205,4.161500000000001
117,Karlsruhe,"Karlsruhe, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. ","Karlsruhe, Germany",49.0068901,8.403652699999999,7.764499999999997,5.294,2.994,1.2990000000000002,4.7985,4.905499999999999,9.072333333333333,6.858,8.412,5.2075000000000005,7.7675,5.373500000000001,3.9035,4.5945,3.9865,8.337,4.588500000000002
118,Kathmandu,"Kathmandu, Nepal, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and tolerance. ","Kathmandu 44600, Nepal",27.7172453,85.3239605,10.0,9.445,3.2110000000000003,0.0,1.041,5.348999999999998,4.740333333333333,8.5055,4.115999999999999,0.0,1.0,4.496,5.513000000000003,2.201,5.039,9.129,3.798
119,Kiev,"By Andrii Gorbenko With a history going back more than 1500 years, Kiev today is an economic and industrial center of Eastern Europe.  Known for its river-front location and historical landmarks, Kiev continues to develop, and boasts several international companies serving Ukraine's large domestic market.  Its expansive infrastructure offers some of the cheapest metro services in Europe, there are great leisure-time opportunities and the overall cost of living is very reasonable. Kiev is one of the top ten city matches for 4. 4% of Teleport users. ","Kyiv, Ukraine, 02000",50.4501,30.5234,9.0845,9.817,4.0495,2.545,5.4875,5.16075,4.525333333333333,7.2555,4.850999999999999,0.5,3.6665,1.2755,5.478,6.041499999999999,8.419500000000001,6.827000000000001,5.348999999999998
120,Kingston,"Kingston, Jamaica, is characterized by reasonably priced housing. This urban area is consistently ahead in healthcare. ","Kingston, NY 12401, USA",41.9270367,-73.9973608,8.8955,5.937,2.648000000000001,0.0,0.8145000000000001,4.926750000000001,6.567666666666668,5.5275,6.677999999999999,0.0,3.02025,1.8295,6.073499999999999,4.4834999999999985,4.2780000000000005,2.8435,3.3460000000000005
121,Knoxville,"Knoxville, Tennessee, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and internet access. ","Knoxville, TN, USA",35.96063839999999,-83.9207392,6.975499999999999,6.447000000000001,3.5165,0.0,1.379,1.943,8.671,5.1295,6.421666666666668,4.212,3.72325,6.5145,4.772,7.0924999999999985,4.495500000000002,5.4025,1.7525
122,Krakow,"Krakow, Poland, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and healthcare. Krakow is one of the top ten city matches for 0. 6% of Teleport users. ","Kraków, Poland",50.06465009999999,19.9449799,8.4245,8.509,4.534000000000002,2.11,2.9285000000000005,5.629,5.7043333333333335,8.521500000000001,6.853999999999999,4.6625000000000005,4.802,4.7615,5.097,5.7875,7.839999999999999,4.592000000000001,4.3085
123,Kuala Lumpur,"Kuala Lumpur, Malaysia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, business freedom and leisure & culture. Kuala Lumpur is one of the top ten city matches for 0. 5% of Teleport users. ","Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1390029999999998,101.68685500000001,8.663499999999999,8.238,5.542000000000001,4.245,3.5620000000000003,4.37975,7.597333333333332,5.8809999999999985,5.950333333333332,2.5269999999999997,3.8699999999999988,6.3389999999999995,6.1265,5.4615,7.166,1.528,5.738500000000001
124,Kyoto,"Kyoto, Japan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, business freedom and healthcare. ","Kyoto, Japan",35.011564,135.7681489,3.765,0.0,1.3025,0.0,6.7945,2.5,8.389666666666667,10.0,9.078666666666667,6.2410000000000005,6.435,3.7235,6.033,3.712,8.153500000000001,7.662999999999999,1.6465
125,Lagos,"Lagos, Nigeria, differentiates itself with low living costs. This urban area is consistently ahead in housing. ","Lagos, Nigeria",6.5243793,3.3792057,7.767,9.097999999999999,6.4335,2.5100000000000007,1.7479999999999998,3.56475,3.2556666666666665,5.9994999999999985,2.862333333333333,0.0,1.90725,5.061,6.2155000000000005,1.6340000000000001,1.3585,1.406,3.8245
126,La Paz,"La Paz, Bolivia, features a very safe living environment. When considering your preferences, this city does not have any category with a high rating. ","La Paz, Bolivia",-16.489689000000002,-68.11929359999999,4.724,0.0,1.4975000000000005,0.0,1.3190000000000002,3.83425,3.4819999999999998,6.7505000000000015,4.315999999999999,0.0,1.73375,4.5360000000000005,4.549,1.548,1.525,6.292999999999998,5.499999999999999
